 #  ,typed ident ,            identifier             ,         typ          ,                                                                  all types                                                                  ,     coord1 (ICRS|J2000/2000)      ,       pm       ,   plx   ,   radvel   ,  Mag B  ,  Mag V  ,  Mag I  ,  spec. type   ,        morph. type        ,      ang. size      ,#parents,#children,#siblings,#bib
220 ,PK 275-04.2 ,WRAY 15-344                        ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|Star|Galaxy|Infrared                                                                                                    ,138.47021 -55.47144                ,                ,         ,131.3       ,         ,13.70    ,         ,               ,                           ,0.040 0.040          ,0       ,0        ,0        ,  55
221 ,PK 275-04.1 ,PN PB 4                            ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,138.7822799036600 -54.8788534907600,   -5.033 4.557 ,0.1912   ,            ,14.35    ,13.12    ,15.12    ,wels?          ,                           ,0.240 0.206          ,0       ,0        ,0        ,  91
222 ,PK 261+08.1 ,NGC 2818                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,139.0062089690000 -36.6270878824600,   -3.712 4.940 ,0.0319   ,-0.9        ,12.5     ,12.50    ,         ,               ,                           ,0.58591503 0.56252837,0       ,23       ,0        , 274
223 ,PK 268+02.1 ,PN PB 5                            ,PlanetaryNeb          ,PlanetaryNeb|cmRad|Star|Galaxy|Infrared                                                                                                      ,139.04004 -45.47856                ,                ,         ,53.3        ,16.03    ,14.85    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  56
224 ,PK 275-03.1 ,WRAY 16-40                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,139.5054887094900 -54.6581015544800,   -2.569 2.542 ,0.0477   ,            ,14       ,15.00    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  76
225 ,PK 278-06.1 ,PN My 47                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,139.86458 -59.20008                ,                ,         ,98.8        ,12.7     ,12.40    ,         ,               ,                           ,0.04033333 0.03997067,0       ,0        ,0        ,  67
226 ,PK 278-05.1 ,NGC 2867                           ,PlanetaryNeb          ,PlanetaryNeb|cmRad|WhiteDwarf|Star|Galaxy|Infrared|Radio                                                                                     ,140.3557635284000 -58.3112851898900,   -5.498 3.036 ,0.3447   ,18.0        ,12.0     ,10.30    ,         ,[WO2]          ,                           ,0.25255665 0.25071499,0       ,0        ,0        , 296
227 ,PK 275-02.1 ,WRAY 16-44                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,140.5282621503500 -54.1609617198800,   -6.337 4.824 ,0.1856   ,            ,         ,13.40    ,         ,               ,                           ,0.153 0.153          ,0       ,0        ,0        ,  46
228 ,PK 275-02.2 ,WRAY 16-46                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,141.1909797270500 -54.6043088204600,                ,         ,19.8        ,         ,12.40    ,         ,               ,                           ,0.233 0.233          ,0       ,0        ,0        ,  61
229 ,PK 277-03.1 ,NGC 2899                           ,PlanetaryNeb          ,PlanetaryNeb|HIIReg|Star|Galaxy|Infrared                                                                                                     ,141.76258 -56.10586                ,                ,         ,3.4         ,         ,12.40    ,         ,G0             ,                           ,1.500 1.500          ,0       ,0        ,0        , 148
230 ,PK 275-01.1 ,PN Pe 2-4                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                                     ,142.70175300 -53.16658400          ,                ,         ,17.0        ,         ,         ,         ,               ,                           ,0.200 0.148          ,0       ,0        ,0        ,  28
231 ,PK 278-04.1 ,WRAY 16-49                         ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                             ,142.72958 -57.61389                ,                ,         ,            ,         ,14.00    ,         ,               ,                           , 0.63  0.46          ,0       ,0        ,0        ,  26
232 ,PK 277-03.2 ,WRAY 17-31                         ,PlanetaryNeb          ,PlanetaryNeb|HIIReg|Star|Galaxy|ISM|PlanetaryNeb_Candidate                                                                                   ,142.8355205680200 -56.2943177357900,   -5.988 2.255 ,0.7357   ,            ,17.76    ,17.94    ,         ,DAO            ,                           ,                     ,0       ,0        ,0        ,  42
233 ,PK 275-01.2 ,NeVe 3-1                           ,PlanetaryNeb          ,PlanetaryNeb|ISM|PlanetaryNeb_Candidate                                                                                                      ,143.505700 -53.199469              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  10
234 ,PK 277-01.1 ,PN G277.1-01.5                     ,PlanetaryNeb          ,cmRad|PlanetaryNeb|PlanetaryNeb|Infrared|PlanetaryNeb_Candidate|YSO_Candidate|YSO_Candidate                                                  ,144.46583 -54.45194                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  21
